job_id,skill_id
4300,1
4300,12
4300,31
4331,14
4331,10
4331,11
4364,0
4375,1
4388,0
4451,26
4451,0
4451,1
4451,4
4451,3
4454,1
4454,5
4454,7
4454,186
4461,1
4461,0
4461,2
4462,0
4464,0
4469,5
4469,26
4472,0
4472,29
4483,1
4483,0
4544,1
4544,0
4544,2
4550,4
4550,1
4554,16
4554,0
4554,7
4554,186
4621,1
4621,5
4621,0
4621,26
4650,3
4650,1
4650,4
4668,8
4668,0
4730,0
4730,2
4730,18
4730,62
4734,0
4734,1
4753,1
4768,0
4768,23
4768,4
4768,25
4768,33
4768,14
4768,34
4768,1
4797,1
4797,8
4807,0
4807,1
4807,5
4836,1
4859,0
4859,4
4859,1
4876,0
4951,0
4951,7
4951,186
4951,23
4951,1
4951,5
4967,0
4967,5
4967,1
4974,1
4974,5
4974,0
4974,7
4974,186
5006,14
5006,0
5020,1
5020,6
5027,7
5027,186
5027,15
5030,0
5030,1
5030,8
5042,5
5050,1
5068,1
5155,5
5187,1
5196,0
5217,0
5217,1
5217,5
5299,0
5309,5
5309,1
5402,1
5402,4
5402,3
5402,0
5429,0
5485,0
5485,5
5485,7
5485,186
5485,1
5485,4
5488,26
5532,1
5532,4
5532,3
5532,0
5532,2
5532,18
5532,62
5602,4
5602,13
5602,3
5602,0
5602,1
5620,1
5620,5
5620,3
5620,0
5635,1
5635,0
5646,1
5646,0
5699,1
5699,35
5701,0
5701,1
5701,4
5783,3
5783,1
5783,5
5783,0
5783,15
5796,0
5796,1
5796,4
5815,0
5815,7
5815,186
5815,16
5888,0
5888,1
5888,4
5888,30
5888,144
5898,1
5898,5
5898,0
5898,12
5920,1
5920,0
5943,1
5973,0
5975,16
5975,0
5987,0
5987,1
5987,5
5987,15
5999,0
6018,1
6018,5
6036,3
6036,1
6036,4
6066,0
6075,1
6075,5
6075,0
6129,0
6129,6
6129,4
6129,1
6129,3
6156,1
6156,0
6160,0
6160,1
6160,4
6160,6
6204,1
6218,1
6226,1
6226,0
6226,8
6238,1
6246,3
6246,4
6246,1
6246,0
6295,0
6308,0
6308,1
6327,0
6327,1
6333,1
6336,0
6336,1
6360,1
6360,0
6361,0
6406,1
6406,3
6417,3
6419,5
6419,1
6419,7
6419,186
6443,12
6443,1
6443,4
6479,7
6479,186
6479,1
6479,0
6483,0
6483,1
6491,1
6518,1
6518,0
6612,0
6612,22
6616,0
6616,1
6721,1
6727,0
6727,1
6741,1
6741,5
6741,0
6803,8
6803,1
6810,1
6810,0
6810,4
6810,12
6810,6
6813,0
6813,1
6813,28
6827,0
6827,2
6827,18
6827,62
6877,1
6877,5
6877,0
6944,0
6944,1
6966,2
6966,1
6966,4
6966,3
6966,5
6966,0
6966,16
6975,1
6975,0
7013,1
7013,0
7040,0
7040,1
7046,0
7049,0
7055,0
7057,0
7057,1
7057,5
7057,4
7057,13
7091,1
7104,8
7113,0
7113,1
7120,0
7120,1
7154,1
7154,3
7154,0
7162,0
7171,9
7171,30
7171,144
7171,1
7201,23
7201,0
7204,1
7204,5
7204,22
7204,0
7204,4
7224,1
7224,0
7224,4
7224,12
7224,6
7281,1
7281,22
7340,8
7340,1
7389,1
7402,0
7402,2
7402,1
7402,5
7402,4
7402,13
7402,3
7435,8
7533,2
7533,0
7551,0
7551,5
7551,1
7551,3
7551,4
7551,13
7551,7
7551,186
7554,0
7554,8
7565,0
7569,1
7573,0
7573,1
7573,8
7585,4
7585,1
7585,3
7585,0
7611,17
7611,1
7614,1
7614,5
7616,1
7616,4
7616,9
7616,25
7616,30
7616,144
7616,5
7616,0
7616,18
7616,62
7618,0
7675,0
7696,1
7782,0
7782,26
7806,0
7809,0
7809,1
7809,5
7821,1
7904,0
7939,4
7939,3
7939,1
7939,2
7939,0
7939,24
7939,6
7953,0
7953,2
7953,8
7964,1
7964,0
7964,3
7964,4
8027,6
8027,0
8027,1
8027,3
8027,4
8109,1
8109,5
8129,1
8129,0
8149,9
8149,6
8149,1
8149,4
8165,1
8165,4
8180,5
8180,7
8180,186
8180,15
8180,0
8180,1
8180,4
8189,1
8189,0
8189,3
8189,5
8247,0
8247,5
8247,1
8247,14
8247,9
8256,10
8261,0
8261,1
8285,0
8285,1
8318,0
8318,1
8348,7
8348,186
8348,0
8348,5
8352,0
8352,1
8352,4
8352,3
8358,1
8393,1
8393,0
8393,4
8401,0
8401,1
8402,0
8402,5
8402,1
8403,4
8403,3
8403,1
8403,8
8403,0
8470,0
8470,1
8494,0
8518,0
8542,26
8542,0
8587,8
8587,0
8618,1
8618,0
8642,16
8642,0
8642,1
8645,0
8659,0
8659,1
8715,1
8757,0
8757,1
8765,5
8765,7
8765,186
8765,1
8765,15
8765,0
8769,1
8769,5
8769,0
8771,0
8771,1
8771,5
8771,7
8771,186
8771,6
8771,8
8779,4
8779,3
8779,1
8779,2
8779,0
8779,24
8779,6
8903,8
8903,0
8903,1
8958,1
8958,0
8958,26
8962,1
8962,0
8962,6
8974,16
8974,1
8974,0
8989,5
8989,6
8989,31
8989,1
8989,25
9004,8
9004,0
9004,5
9004,1
9025,11
9092,1
9092,3
9193,30
9193,144
9193,26
9193,18
9193,62
9198,0
9198,2
9198,14
9198,4
9198,1
9219,0
9219,1
9219,9
9240,1
9240,5
9257,1
9257,5
9257,0
9257,2
9257,9
9262,0
9262,1
9262,5
9359,36
9359,5
9359,1
9359,7
9359,186
9359,15
9359,8
9359,14
9359,4
9403,8
9403,0
9412,0
9412,4
9412,26
9412,13
9412,5
9412,1
9435,5
9435,1
9435,7
9435,186
9440,0
9440,1
9440,5
9440,4
9444,8
9503,1
9558,3
9558,1
9558,4
9642,0
9642,4
9654,0
9654,1
9654,5
9688,1
9688,4
9715,0
9715,7
9715,186
9777,1
9777,0
9777,9
9801,0
9801,1
9807,0
9854,0
9854,1
9854,20
9856,0
9856,1
9883,0
10022,0
10022,1
10022,4
10022,6
10031,0
10031,1
10041,1
10096,0
10096,1
10096,5
10121,0
10128,1
10133,0
10135,1
10135,2
10135,10
10135,11
10135,9
10135,4
10135,14
10189,0
10197,0
10197,1
10197,5
10204,0
10204,1
10204,5
10210,0
10210,3
10210,4
10216,0
10216,1
10259,1
10259,0
10259,5
10259,4
10259,15
10276,0
10276,1
10276,4
10276,3
10276,17
10276,2
10300,0
10300,1
10300,5
10339,1
10352,0
10352,2
10352,1
10361,1
10361,0
10402,1
10436,1
10436,4
10436,3
10436,0
10436,2
10436,18
10436,62
10453,1
10453,0
10467,1
10467,4
10467,3
10486,0
10490,1
10490,0
10549,5
10549,1
10588,1
10588,0
10604,0
10604,1
10659,0
10716,1
10716,0
10718,0
10718,1
10718,4
10718,26
10746,1
10842,2
10842,6
10842,0
10842,3
10842,4
10842,1
10870,0
10877,0
10877,5
10877,1
10877,20
10900,0
10900,6
10900,28
10909,0
10914,7
10914,186
10914,5
10914,0
10919,1
10919,4
10919,5
10919,29
10919,15
10919,3
10919,0
10919,18
10919,62
10919,14
10919,9
10929,8
10974,1
10974,0
10974,5
11007,3
11007,1
11007,0
11007,8
11040,22
11040,0
11046,0
11088,0
11088,2
11088,6
11090,0
11122,0
11122,1
11134,5
11134,1
11214,0
11214,1
11214,3
11214,4
11214,21
11232,1
11232,5
11232,4
11232,9
11232,0
11232,18
11232,62
11254,1
11254,3
11254,4
11262,0
11315,0
11315,1
11315,5
11315,9
11326,37
11326,1
11326,5
11326,7
11326,186
11326,0
11358,21
11359,8
11359,1
11359,6
11359,0
11373,1
11373,0
11373,7
11373,186
11373,6
11373,8
11419,0
11465,0
11476,0
11476,1
11477,6
11477,1
11477,0
11477,38
11519,0
11519,1
11525,7
11525,186
11538,8
11538,5
11538,1
11538,38
11543,8
11543,0
11543,5
11543,7
11543,186
11543,1
11580,0
11596,1
11596,4
11596,3
11596,26
11625,1
11634,9
11680,0
11680,1
11680,5
11710,0
11710,18
11710,62
11710,1
11710,5
11719,0
11719,8
11831,0
11831,1
11831,5
11853,1
11853,18
11853,62
11853,28
11895,0
11895,1
11925,0
11925,1
11925,5
11936,13
11936,4
11936,1
11936,2
11936,18
11936,62
11936,6
11936,0
11936,3
11984,0
11996,1
11996,5
11996,0
12000,1
12000,4
12000,3
12000,2
12000,18
12000,62
12002,1
12002,0
12002,5
12002,9
12014,2
12014,6
12014,0
12014,18
12014,62
12039,30
12039,144
12039,4
12068,0
12068,1
12068,4
12068,3
12080,1
12080,3
12080,5
12087,0
12094,5
12094,1
12094,0
12122,0
12137,5
12137,1
12162,4
12162,1
12162,0
12162,6
12174,0
12174,1
12174,4
12179,1
12224,0
12224,7
12224,186
12249,1
12249,5
12275,1
12285,0
12285,1
12297,0
12312,1
12312,13
12312,29
12312,8
12312,5
12386,0
12386,2
12386,1
12386,3
12386,4
12391,1
12391,25
12391,9
12391,18
12391,62
12436,1
12436,0
12460,1
12460,3
12460,4
12460,0
12471,0
12474,1
12474,4
12474,3
12474,8
12506,1
12506,0
12528,1
12544,1
12544,0
12546,0
12546,1
12546,5
12546,8
12590,1
12600,1
12600,0
12621,0
12621,1
12621,5
12646,1
12646,0
12646,5
12646,7
12646,186
12727,1
12727,0
12733,1
12733,0
12744,0
12744,1
12750,4
12750,3
12750,1
12766,5
12766,4
12766,14
12766,13
12766,8
12768,4
12805,0
12805,5
12805,1
12819,1
12819,0
12819,2
12824,5
12824,1
12824,3
12824,0
12824,6
12824,2
12824,18
12824,62
12833,0
12853,5
12853,1
12853,4
12853,13
12853,15
12853,22
12853,0
12952,1
12952,9
12952,10
12952,11
12971,0
12971,1
12971,4
12971,3
12971,26
13030,0
13030,5
13030,1
13068,0
13068,2
13068,1
13068,4
13068,3
13101,4
13101,1
13157,0
13193,9
13195,1
13195,5
13195,15
13195,0
13197,4
13197,1
13242,0
13242,20
13242,1
13368,1
13368,5
13368,0
13368,7
13368,186
13409,4
13409,1
13409,0
13429,1
13486,1
13486,5
13486,0
13492,1
13500,1
13500,6
13500,0
13517,10
13595,0
13595,1
13617,1
13617,39
13617,8
13617,31
13622,4
13622,3
13622,12
13622,0
13622,1
13653,1
13653,4
13655,0
13655,1
13655,30
13655,144
13655,4
13735,0
13761,5
13761,3
13761,1
13761,0
13765,0
13767,26
13767,8
13805,0
13808,1
13808,5
13808,4
13808,9
13808,13
13808,0
13808,2
13825,1
13825,4
13825,0
13825,2
13910,4
13910,1
13910,0
13923,1
13923,0
13942,1
13942,4
13942,0
13949,3
13949,0
13949,1
13949,5
13949,8
13967,4
13967,1
13967,0
14026,0
14027,0
14027,1
14032,1
14032,4
14032,0
14038,0
14050,1
14050,4
14050,26
14050,6
14152,0
14152,21
14152,7
14152,186
14166,1
14166,0
14198,0
14198,1
14198,5
14198,25
14232,1
14235,0
14235,1
14244,1
14244,0
14246,0
14246,1
14246,5
14252,7
14252,186
14252,5
14252,0
14255,0
14274,1
14274,4
14274,3
14274,0
14274,2
14274,24
14274,6
14275,0
14275,1
14275,5
14275,7
14275,186
14275,15
14302,2
14302,0
14302,1
14302,5
14302,7
14302,186
14302,15
14351,7
14351,186
14351,1
14359,1
14409,4
14409,1
14409,3
14461,0
14461,16
14469,2
14469,0
14469,1
14469,3
14475,0
14475,1
14475,14
14478,14
14478,0
14485,1
14485,0
14485,3
14485,5
14490,0
14526,0
14537,0
14617,0
14617,1
14617,5
14617,3
14617,4
14617,12
14655,8
14655,1
14655,4
14655,0
14655,12
14655,6
14666,0
14666,1
14666,5
14668,1
14668,5
14668,0
14670,1
14672,0
14672,1
14672,3
14672,14
14742,1
14742,0
14742,2
14757,1
14757,5
14757,0
14760,7
14760,186
14760,5
14760,0
14760,22
14760,1
14819,4
14819,3
14819,1
14819,6
14819,0
14864,1
14864,5
14868,22
14868,1
14868,5
14868,31
14868,13
14868,0
14872,1
14872,0
14901,0
14901,1
14901,4
14908,5
14908,1
14908,8
14951,0
14951,1
14997,1
15029,1
15029,9
15066,0
15071,0
15071,1
15071,5
15071,4
15071,13
15075,4
15075,3
15075,1
15075,2
15075,0
15075,24
15075,6
15103,0
15103,5
15103,25
15103,4
15103,30
15103,144
15103,40
15103,15
15117,1
15127,0
15225,0
15225,1
15225,26
15235,1
15235,0
15272,0
15272,4
15355,7
15355,186
15355,5
15355,0
15355,26
15376,0
15376,4
15376,13
15376,1
15376,8
15376,9
15431,1
15431,26
15474,0
15474,22
15474,5
15474,4
15474,3
15474,7
15474,186
15474,1
15474,31
15500,2
15500,9
15500,0
15523,8
15523,1
15537,1
15537,4
15537,5
15537,0
15537,31
15544,1
15544,13
15641,0
15641,3
15641,4
15700,0
15700,1
15711,1
15711,0
15711,7
15711,186
15711,5
15723,5
15723,1
15752,0
15753,1
15823,5
15826,0
15826,14
15845,0
15845,5
15858,13
15858,14
15858,4
15858,1
15858,15
15866,5
15866,1
15866,0
15887,1
15887,2
15887,0
15887,18
15887,62
15917,22
15917,0
15920,1
15920,4
15920,8
15971,13
15971,1
16007,1
16007,5
16007,0
16068,0
16068,1
16068,4
16078,1
16078,0
16195,0
16195,4
16195,1
16232,0
16232,1
16249,0
16249,2
16249,4
16249,3
16256,8
16256,6
16256,1
16279,1
16283,0
16283,1
16283,31
16283,6
16300,0
16332,1
16332,5
16332,0
16357,2
16357,6
16357,0
16357,3
16357,4
16357,1
16399,0
16399,1
16403,8
16455,0
16455,1
16455,6
16460,1
16460,4
16474,1
16474,5
16474,15
16474,0
16481,0
16509,0
16512,0
16512,7
16512,186
16512,5
16512,1
16518,1
16518,5
16518,0
16594,1
16594,9
16614,0
16614,1
16616,1
16620,0
16623,0
16623,1
16623,3
16623,2
16623,4
16635,0
16674,13
16674,4
16674,1
16674,0
16674,3
16674,2
16674,18
16674,62
16674,6
16678,7
16678,186
16678,0
16678,1
16678,5
16688,1
16688,0
16710,0
16710,1
16710,5
16721,1
16765,0
16766,1
16831,7
16831,186
16831,5
16831,15
16837,0
16837,1
16894,0
16894,2
16894,1
16894,5
16894,4
16894,13
16894,3
16898,1
16898,0
16904,14
16904,13
16904,1
16910,0
16910,1
16927,1
16927,0
16927,3
16939,0
16939,5
16948,1
16948,0
16972,1
16972,0
16976,0
16976,5
16979,1
16979,5
17168,0
17168,2
17168,18
17168,62
17168,1
17168,4
17227,0
17333,36
17333,15
17333,1
17333,8
17343,0
17463,1
17463,4
17463,3
17463,2
17468,1
17468,0
17468,10
17468,11
17475,0
17475,1
17482,0
17482,18
17482,62
17515,0
17515,5
17515,1
17541,0
17541,5
17541,1
17541,4
17541,20
17541,10
17541,11
17541,9
17596,0
17605,1
17605,0
17644,1
17662,13
17733,1
17733,0
17741,13
17741,4
17741,1
17741,0
17741,3
17741,2
17741,18
17741,62
17741,6
17743,22
17743,0
17786,3
17786,13
17786,5
17786,1
17789,8
17796,30
17796,144
17796,1
17796,4
17796,13
17796,3
17796,0
17796,2
17818,1
17818,20
17827,1
17827,13
17827,10
17850,0
17869,1
17871,0
17876,1
17876,4
17876,0
17882,0
17882,22
17922,1
17924,0
17939,7
17939,186
17939,0
17964,0
17964,1
17964,5
18018,0
18018,1
18018,4
18023,1
18056,5
18056,0
18082,2
18082,1
18082,7
18082,186
18082,0
18092,0
18092,1
18108,0
18108,2
18108,1
18125,0
18150,1
18150,5
18150,0
18150,2
18165,0
18165,2
18165,1
18187,7
18187,186
18187,1
18218,7
18218,186
18218,5
18218,1
18218,15
18218,18
18218,62
18243,0
18243,20
18243,1
18304,4
18304,1
18308,0
18308,8
18341,1
18341,3
18341,8
18341,0
18341,5
18378,18
18378,62
18378,2
18378,3
18378,24
18378,4
18379,39
18379,1
18379,0
18379,2
18379,10
18381,1
18381,14
18381,0
18381,2
18443,4
18443,3
18443,1
18443,2
18443,0
18443,24
18443,6
18453,4
18453,13
18453,1
18453,5
18453,0
18454,0
18522,7
18522,186
18522,22
18527,0
18527,1
18572,0
18626,0
18626,24
18663,1
18663,3
18663,6
18663,2
18666,2
18666,0
18688,7
18688,186
18688,0
18688,1
18688,5
18709,1
18709,5
18709,0
18709,2
18742,5
18742,0
18745,36
18745,4
18745,1
18745,9
18745,8
18745,19
18768,0
18798,1
18798,13
18837,0
18841,8
18841,9
18841,17
18856,5
18856,7
18856,186
18951,0
18951,14
18951,1
18951,3
18995,26
18995,18
18995,62
19036,1
19036,0
19036,5
19045,22
19045,0
19046,8
19049,0
19049,24
19049,1
19049,9
19069,1
19078,1
19088,0
19088,1
19116,1
19116,0
19122,1
19122,0
19130,4
19130,3
19130,1
19130,2
19130,24
19130,6
19163,3
19182,1
19182,3
19182,4
19182,9
19182,13
19182,0
19182,2
19194,0
19194,5
19194,1
19194,22
19256,1
19256,5
19272,1
19285,1
19341,1
19341,0
19346,6
19346,0
19346,1
19346,4
19346,3
19387,0
19387,1
19387,5
19387,7
19387,186
19419,7
19419,186
19521,1
19521,5
19528,0
19528,7
19528,186
19532,1
19532,5
19532,3
19595,0
19595,4
19595,1
19618,1
19618,0
19626,1
19626,0
19691,18
19691,62
19691,0
19691,1
19740,0
19792,0
19792,4
19792,1
19792,5
19792,14
19792,20
19833,1
19833,5
19833,0
19843,1
19912,1
19928,1
19956,0
19956,2
19956,1
19956,18
19956,62
19976,1
19976,5
19976,0
20039,0
20039,2
20053,1
20053,4
20053,27
20071,0
20071,1
20071,5
20071,2
20098,0
20098,1
20101,0
20156,1
20162,0
20162,16
20208,25
20208,14
20208,4
20208,0
20227,0
20227,1
20241,1
20255,1
20255,0
20262,0
20262,1
20307,0
20346,1
20346,9
20347,1
20347,0
20364,5
20368,1
20368,0
20368,5
20368,7
20368,186
20392,0
20411,0
20411,1
20411,9
20411,2
20411,4
20501,8
20501,0
20501,1
20554,1
20554,5
20554,0
20571,1
20571,0
20571,6
20592,0
20604,1
20609,1
20609,0
20625,0
20625,2
20652,26
20652,5
20652,1
20652,0
20652,4
20652,13
20656,1
20656,4
20656,5
20656,0
20656,2
20854,8
20864,23
20864,1
20864,4
20864,3
20864,2
20864,18
20864,62
20888,1
20888,0
20889,0
20889,1
20951,1
20961,1
20961,18
20961,62
20961,9
20961,2
20976,0
20976,2
20976,1
20976,6
20998,1
21039,1
21072,0
21072,1
21072,4
21072,3
21072,2
21113,1
21113,5
21113,0
21145,8
21145,7
21145,186
21145,5
21239,4
21239,1
21239,0
21264,1
21264,0
21264,28
21264,5
21302,4
21334,0
21334,1
21334,5
21415,0
21415,4
21415,1
21415,6
21431,0
21431,1
21453,1
21453,0
21453,5
21453,3
21453,4
21453,8
21486,1
21486,5
21486,0
21486,9
21514,1
21514,5
21514,0
21578,5
21578,1
21578,0
21580,0
21580,1
21638,2
21641,0
21641,1
21660,0
21660,1
21660,3
21660,4
21660,2
21669,0
21669,1
21678,1
21678,0
21678,4
21729,1
21729,0
21770,0
21878,3
21878,1
21887,1
21887,0
21887,26
21888,4
21913,0
21913,5
21913,1
21928,1
21928,5
21928,0
21932,4
21932,3
21932,1
21932,2
21932,0
21932,6
21933,1
21933,0
21954,0
21958,1
21958,3
21958,4
21958,2
21964,0
21999,1
21999,4
21999,0
21999,3
22013,5
22013,0
22013,1
22013,4
22013,15
22069,1
22069,22
22069,0
22139,1
22139,0
22139,26
22139,13
22139,4
22145,1
22145,0
22145,7
22145,186
22158,1
22158,0
22204,1
22204,0
22204,2
22209,27
22209,1
22262,0
22275,0
22275,1
22275,20
22275,14
22340,0
22340,1
22349,0
22349,1
22349,4
22372,0
22452,5
22452,1
22452,0
22453,1
22453,5
22453,4
22477,1
22477,0
22495,22
22558,0
22558,5
22558,1
22610,0
22610,2
22610,4
22610,3
22610,1
22674,1
22729,0
22729,7
22729,186
22729,5
22729,1
22729,2
22729,9
22756,8
22756,5
22791,0
22808,1
22808,4
22808,5
22808,0
22817,4
22817,9
22817,10
22817,11
22817,0
22851,22
22851,4
22851,0
22950,1
22950,0
22967,0
22967,1
22967,2
22967,8
22974,8
22974,39
22974,13
22974,27
23001,9
23001,17
23044,1
23110,1
23110,0
23110,5
23139,0
23139,1
23139,2
23209,0
23209,22
23209,21
23211,0
23225,1
23225,2
23225,4
23267,0
23267,1
23303,0
23303,5
23311,0
23311,5
23311,1
23336,5
23336,7
23336,186
23348,0
23364,1
23374,10
23374,11
23374,9
23374,0
23386,0
23431,4
23431,1
23452,1
23452,12
23452,20
23452,0
23498,4
23498,1
23508,9
23508,11
23524,1
23524,0
23547,0
23611,0
23611,37
23632,1
23633,0
23633,1
23633,5
23633,26
23634,0
23634,2
23634,1
23634,4
23634,13
23634,3
23670,1
23677,0
23677,1
23693,1
23693,0
23717,16
23717,4
23717,1
23717,0
23717,14
23743,1
23743,5
23743,8
23770,22
23770,1
23770,5
23770,31
23770,13
23770,0
23780,3
23780,0
23780,2
23852,1
23852,0
23884,1
23884,27
23884,9
23970,5
23970,1
23970,0
23971,4
23971,26
23971,36
23971,5
23971,1
23971,7
23971,186
23971,15
23996,4
23996,1
23996,3
23999,4
23999,3
23999,1
24016,1
24016,5
24016,3
24016,4
24016,13
24016,8
24113,0
24113,5
24113,1
24113,8
24175,1
24201,1
24201,5
24201,0
24221,1
24221,0
24221,3
24221,26
24221,13
24221,4
24240,0
24250,5
24250,1
24250,4
24250,13
24250,15
24250,22
24269,1
24282,0
24282,2
24282,1
24289,1
24289,2
24289,0
24291,0
24291,14
24322,0
24385,2
24385,0
24385,4
24385,13
24385,1
24385,5
24394,2
24394,1
24394,4
24394,3
24394,27
24394,5
24394,0
24394,28
24445,30
24445,144
24445,9
24445,1
24459,0
24525,4
24525,0
24525,1
24561,1
24561,14
24561,8
24595,1
24595,4
24595,17
24633,0
24821,4
24821,1
24838,0
24851,23
24887,1
24887,5
24929,1
24962,0
24962,5
24962,1
24989,0
25044,8
25044,1
25044,0
25044,22
25051,3
25051,0
25051,26
25052,3
25052,1
25054,14
25054,1
25054,3
25054,4
25054,0
25118,1
25118,0
25126,1
25126,5
25126,0
25126,13
25147,1
25152,0
25152,1
25167,0
25167,1
25167,9
25179,1
25197,0
25197,1
25197,5
25202,20
25217,1
25228,1
25228,0
25228,14
25233,0
25246,1
25246,5
25248,1
25248,0
25248,4
25248,2
25298,26
25298,0
25298,1
25298,8
25352,0
25352,5
25352,1
25354,0
25354,1
25363,1
25363,0
25375,1
25375,0
25397,0
25397,1
25398,0
25398,1
25398,31
25405,1
25405,4
25405,0
25416,1
25491,0
25507,4
25507,3
25517,0
25528,1
25528,4
25535,1
25535,0
25545,0
25545,1
25588,0
25588,5
25588,1
25605,0
25605,1
25605,6
25621,0
25630,1
25630,5
25630,0
25630,2
25653,1
25653,0
25653,16
25685,1
25712,7
25712,186
25712,0
25712,1
25712,5
25735,5
25735,1
25772,5
25772,1
25772,0
25804,0
25804,8
25814,0
25814,1
25814,3
25838,8
25874,0
25874,1
25874,22
25889,1
25889,0
25898,0
25898,1
25920,0
25920,2
25920,1
25937,1
25937,0
25937,4
25937,13
25960,0
25960,1
25995,0
26004,1
26004,0
26021,1
26021,8
26021,4
26021,13
26032,1
26032,5
26032,3
26032,0
26040,8
26045,1
26045,4
26045,3
26049,5
26049,7
26049,186
26169,1
26169,5
26229,0
26277,0
26277,2
26277,1
26277,12
26277,6
26305,0
26305,32
26305,4
26305,1
26314,1
26314,0
26322,1
26322,0
26336,0
26336,7
26336,186
26372,0
26372,1
26406,1
26406,0
26417,0
26450,0
26450,1
26450,4
26458,1
26458,4
26458,0
26482,1
26482,9
26482,5
26482,0
26489,0
26489,1
26489,5
26560,1
26560,0
26566,7
26566,186
26566,0
26583,1
26583,0
26602,0
